1/19/26,Purchase Price,Live Date,Website,Niche,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Total,Count
Expired - Vaibhav,$12.00,20/3/2023,playbattlesquare.com,Gaming,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$70.00,$0.00,$0.00,$52.00,$50.00,$0.00,$100.00,$42.00,$143.70,$583.00,$600.00,$515.00,$344.00,$173.50,$100.00,$466.50,"$1,387.82","$1,336.00","$1,023.00",$733.00,$475.00,"$1,249.42","$1,626.00","$2,133.00","$2,741.50","$2,718.00","$4,583.14",$721.00,,,,,,,,,,,,"$23,966.58",28
Expired - Vaibhav,$12.00,21/2/2023,futuretechgirls.com,"Gaming, Tech",-,-,-,-,-,-,-,-,-,-,-,-,-,$196.00,$583.00,$0.00,$80.00,$253.00,$446.96,$460.00,$220.00,$860.00,$120.00,$0.00,$50.00,$150.00,$50.00,$0.00,$52.50,$139.00,$0.00,$154.00,$105.00,$140.00,$0.00,$180.50,$140.00,"$1,288.25","$1,641.50","$1,890.43","$1,744.00",$608.97,"$1,316.40","$1,303.00","$1,166.50",$930.50,$530.50,"$1,098.00",$330.00,,,,,,,,,,,,"$18,228.01",36
Expired - Vaibhav,$12.00,4/3/2024,voicesofconservation.org,"Environment, Conservation",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$320.00,"$1,120.00",$997.50,$761.00,$847.00,$720.00,"$1,213.00","$1,025.50","$1,140.00","$1,571.00",$465.00,$930.01,"$1,063.00",$876.00,$945.00,$881.00,$59.00,$395.25,$589.00,"$1,375.00","$1,299.50","$1,371.50",,,,,,,,,,,,"$19,964.26",22
Bought - Darko,$800.00,7/5/2023,ramechanic.com,Automotive,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$575.00,$465.00,$300.00,$130.00,$70.00,$116.00,$110.00,$60.00,$140.00,$0.00,$210.00,$273.00,"$1,145.00",$667.00,$989.00,$708.50,$247.00,$549.00,"$1,053.00",$793.00,$987.00,"$1,672.00","$1,256.25",$530.00,$649.00,"$1,413.75",$591.00,$883.50,$858.00,$275.00,,,,,,,,,,,,"$17,716.00",30
Expired - Vaibhav,$12.00,19/4/2024,terabytelabs.net,Tech,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$50.00,"$1,005.00",$230.00,"$1,115.38","$1,004.00",$728.50,$999.00,$606.00,$443.00,$421.00,$652.50,"$1,061.51",$871.00,$576.00,$718.00,$348.00,$729.00,$789.50,"$2,160.50","$2,194.50","$2,503.00",$315.00,,,,,,,,,,,,"$19,520.39",22
Expired - Vaibhav,$12.00,26/3/2024,debsllc.org,"Lifestyle, Parenting",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$664.50,"$1,397.25","$1,140.86","$1,466.00","$1,191.01","$1,116.75","$1,185.00",$542.50,"$1,108.00",$872.00,$848.00,$82.50,$322.00,$776.00,$437.00,$860.00,$530.00,$518.00,$454.00,$679.50,$875.50,$132.75,,,,,,,,,,,,"$17,199.12",22
Expired - Vaibhav,$12.00,June 2022 or earlier,thefinalmatrix.com,Tech,-,-,-,-,-,$110.00,$70.00,$35.00,$380.00,$230.00,$190.00,$105.00,$423.00,$115.00,$65.00,$124.00,$160.00,$50.00,$0.00,$35.00,$31.50,$80.00,$0.00,$0.00,$84.00,$297.00,$40.00,$92.00,$391.90,$600.00,$445.63,"$1,162.00",$676.00,$609.00,$452.75,$152.50,$374.00,$926.00,$950.00,$497.50,$879.00,"$1,011.00",$772.00,$638.00,$860.00,$938.00,"$1,225.00","$1,329.00",$435.00,,,,,,,,,,,,"$18,040.78",44
Expired - Vaibhav,$12.00,June 2022 or earlier,helpinus.net,"Food, Health",-,-,-,-,-,$75.00,$25.00,$70.00,$114.50,$290.00,$70.00,$0.00,$20.00,$110.00,$110.00,$0.00,$100.00,$0.00,$86.00,$253.50,$476.90,$150.00,$185.00,$40.00,$34.00,$0.00,$35.00,$295.00,$143.75,$358.50,$700.00,$850.50,$646.30,$838.73,$476.00,$959.25,$480.00,"$1,208.63","$1,217.00","$1,415.25",$998.00,$480.00,$708.00,$654.80,$526.00,$467.00,$476.00,$778.50,$145.00,,,,,,,,,,,,"$17,067.11",44
Expired - Vaibhav,$12.00,20/3/2023,mobilehomeexteriors.com,Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$30.00,$105.00,$0.00,$96.00,$172.00,$59.00,$200.00,$324.00,$30.00,$20.00,$82.00,$30.00,$118.00,$0.00,$72.00,$84.00,$88.00,$201.50,$451.00,$432.50,$257.00,$227.00,$311.50,$577.50,"$1,185.50","$2,046.25","$1,362.50","$2,451.37",$875.00,$276.00,"$1,208.00","$1,266.50","$1,859.50","$2,615.00",$751.00,,,,,,,,,,,,"$19,864.62",35
Bought - Outside Seller,"$2,641.25",7/9/2025,bookvibe.com,Books,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,094.00","$2,568.00","$4,038.00","$5,095.50","$3,922.20","$5,056.57","$1,159.00",,,,,,,,,,,,"$22,933.27",7
Purchased Domain,$10.00,30/4/2024,conversationswithrina.com,"Parenting, Relationships, Healthy Living",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$630.00,"$1,090.00","$1,529.00","$1,360.00",$963.00,"$2,085.00","$2,559.50","$1,205.00",$522.00,$463.50,$90.00,$855.00,$356.00,$335.00,$0.00,$420.00,$229.50,$425.00,$10.00,$0.00,$60.00,,,,,,,,,,,,"$15,187.50",21
Expired - Vaibhav,$12.00,19/4/2024,techgroup21.com,"Cybersecurity, Tech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$578.00,$680.00,$811.88,"$1,386.00","$1,450.00",$859.00,"$1,399.00",$918.00,$468.00,$790.00,$488.02,$224.00,$363.00,$647.00,"$1,140.00","$1,282.00",$302.00,$688.00,"$1,005.00","$1,423.00","$1,116.00",,,,,,,,,,,,"$18,017.90",21
Expired - Vaibhav,$12.00,19/4/2024,oneworldcolumn.org,Parenting,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$525.00,$623.00,$956.50,$799.00,$897.50,"$1,665.00","$1,808.00",$731.00,$987.50,$735.00,$377.00,"$1,200.00",$367.50,$340.00,$163.00,$351.00,$486.50,"$1,105.50","$1,193.00",$660.50,$472.00,,,,,,,,,,,,"$16,443.50",21
Expired - Vaibhav,$12.00,Aug 2022 or earlier,fitness-talk.net,"Health, Fitness",-,-,-,-,-,-,-,$50.00,$0.00,$0.00,$111.25,$120.00,$300.00,$371.25,$265.00,$140.00,$340.00,$96.00,$85.00,$432.00,$129.40,$403.00,$683.00,$403.00,$593.00,$305.00,$558.00,$459.00,$498.00,$667.10,$551.00,$458.00,$457.00,$233.00,$335.00,$340.00,$392.50,$544.75,$553.00,"$1,109.00",$608.00,$205.00,$383.50,$546.00,$338.00,$566.00,$877.50,$292.50,$340.00,,,,,,,,,,,,"$16,138.75",42
Expired - Vaibhav,$12.00,16/5/2024,rarefiedtech.com,Tech,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$161.00,"$1,122.00","$1,587.38",$951.00,$625.00,$810.50,$375.00,$650.00,$697.00,$802.00,$447.50,$529.00,$971.00,$902.75,$391.00,$352.00,$190.00,"$1,589.50","$3,086.00","$3,394.00","$1,834.00",,,,,,,,,,,,"$21,467.63",21
Expired - Vaibhav,$12.00,May 2022 or earlier,creativegaming.net,"Gaming, Tech",-,-,-,-,$40.00,$150.00,$203.00,$190.00,$45.00,$130.00,$106.00,$45.00,$151.00,$100.00,$50.00,$25.00,$0.00,$0.00,$40.00,$100.00,$151.00,$15.00,$86.00,$288.00,$89.75,$320.00,$315.00,$134.50,$28.00,$366.40,"$1,032.00","$1,359.50","$1,323.29",$958.00,$842.50,$891.50,$566.00,$967.00,$353.00,$625.00,"$1,341.00",$385.00,$310.00,$70.00,$100.00,$210.00,$240.00,$0.00,$95.00,,,,,,,,,,,,"$14,837.44",45
Expired - Vaibhav,$12.00,Jan 2022 or earlier,that-bites.org,Food,-,-,$15.00,$312.00,$231.00,$465.00,"$1,860.67",$482.00,"$1,265.00",$231.50,$240.00,$102.50,$120.00,$90.00,$350.00,$0.00,$140.00,"$1,051.00",$120.00,$95.00,$85.70,$100.00,$122.00,$340.00,$567.50,$828.50,$436.00,$778.00,$490.00,$809.00,$171.00,$202.00,$140.00,$81.00,$305.00,$190.00,$132.00,$30.00,$159.00,$397.00,$131.00,$97.00,$78.50,$100.00,$378.25,$220.00,$265.00,$170.75,$50.00,,,,,,,,,,,,"$15,024.87",47
Purchased Domain,$10.00,26/4/2024,treeleftbigshop.com,"Home, Garden, Crafts",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"$1,398.40","$1,461.00","$1,787.00","$1,522.50",$559.00,"$1,330.75","$1,176.00",$598.00,$555.00,$270.00,$131.00,$88.00,"$1,144.00",$738.00,$724.00,$0.00,$461.00,$549.50,$426.50,$407.50,$507.00,,,,,,,,,,,,"$15,834.15",21
Expired - Vaibhav,$12.00,22/3/2024,fightingforfutures.org,Career Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"$1,067.00","$1,350.00",$546.10,"$1,114.00",$820.00,$858.50,$642.50,$576.00,$441.50,"$1,016.50",$899.00,$941.00,$721.00,$705.50,$685.00,$346.00,$404.00,$555.00,$658.00,$251.00,$463.50,$230.00,,,,,,,,,,,,"$15,291.10",22
Expired - Vaibhav,$12.00,20/3/2023,theplaycentre.org,Gaming,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$100.00,$20.00,-,$62.00,$134.00,-,$50.00,$149.20,$221.60,$298.00,$410.50,$683.03,$364.49,$146.00,$235.03,$299.00,$585.00,$938.00,"$1,054.75","$1,027.75","$1,426.00","$1,400.00","$1,289.00","$1,278.00","$1,381.50","$1,335.50","$1,211.00",$425.00,,,,,,,,,,,,"$16,524.35",26
Expired - Vaibhav,$12.00,26/4/2024,gamemakerblog.net,Gaming,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"$1,225.15",$819.40,"$1,137.00","$1,322.50","$1,256.50","$1,339.25",$226.25,$882.25,$859.75,$559.00,$657.25,$907.50,"$1,187.64",$331.00,$283.00,$796.50,$136.50,$343.00,$229.00,$0.00,$0.00,,,,,,,,,,,,"$14,498.44",21
Expired - Vaibhav,$12.00,Sept 2022 or earlier,infomercial-reviews.org,"Gaming, Tech, Home, Travel",-,-,-,-,-,-,-,-,$35.00,$40.00,$0.00,$140.00,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$62.00,$0.00,$25.20,$15.00,$0.00,$33.00,$127.00,$155.00,$160.00,$320.50,$394.00,$721.50,"$1,870.88","$1,350.50",$647.00,"$1,101.50",$504.50,"$1,193.00","$1,266.50",$746.68,$519.00,$625.50,$546.10,$314.27,$164.00,$446.00,$190.00,$357.00,$213.00,$221.00,$140.00,,,,,,,,,,,,"$14,694.63",41
Bought - Darko,"$4,200.00",9/7/2023,networkfinds.com,"Gaming, Tech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$175.00,$75.00,$31.50,$55.00,$105.00,-,"$1,093.00",$135.00,$112.00,$535.90,$573.00,$498.00,$787.00,$909.50,$949.50,$948.00,"$1,162.50",$668.00,$818.50,$368.00,$628.98,$680.00,$668.50,$108.00,$650.00,$612.00,$975.00,$855.86,$565.00,,,,,,,,,,,,"$15,742.74",28
Expired - Vaibhav,"$1,300.00",10/2/2023,thesoundstour.com,"Tech, Music, Audio",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$35.00,$493.00,$641.00,$659.00,$406.00,$650.00,$488.50,$575.00,$302.50,$672.40,$884.00,$412.00,$297.00,$291.00,$410.00,$510.00,$401.00,$757.00,$520.00,"$1,050.00","$1,241.00",$258.00,$282.00,$260.00,$510.00,$430.00,"$1,045.00","$2,327.00",$400.00,,,,,,,,,,,,"$17,207.40",29
Expired - Vaibhav,$12.00,16/5/2024,techidemics.com,"Programming, Tech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$101.00,$357.00,$453.50,$554.00,$612.00,$875.50,"$1,231.00","$1,378.00",$632.00,$550.00,$532.06,$708.00,"$1,299.00",$678.00,"$1,012.00",$423.00,$822.00,$839.00,"$1,776.00","$2,506.00",$613.00,,,,,,,,,,,,"$17,952.06",21
Bought - Auction,"$14,750.00",5/23/2025,thenervousbreakdown.com,"Self-Improvement, Mental Health",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,469.00","$3,476.50","$2,435.00","$2,122.00","$1,688.00","$2,116.00","$1,220.00",$661.00,$835.00,,,,,,,,,,,,"$16,022.50",9
Expired - Vaibhav,$12.00,19/4/2024,deephacks.org,"A.I, Cybersecurity, Tech, Internet",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$260.00,$228.00,"$1,684.50","$1,821.63","$2,559.50","$1,394.49","$1,489.50","$1,150.00",$745.00,$331.00,$379.00,$448.00,$190.00,$475.25,$273.00,$110.00,$198.00,$137.00,$111.00,$188.00,$174.00,,,,,,,,,,,,"$14,346.87",21
Bought - Auction,"$10,000.00",5/24/2025,articoolo.com,"AI, Digital Tools & Marketing",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$49.00,"$1,241.00","$1,663.50","$1,399.50","$2,271.50","$6,690.75","$5,853.50","$4,259.75","$1,553.00",,,,,,,,,,,,"$24,981.50",9
Expired - Odys,$440.00,Sept 2022 or earlier,protocol-online.net,"Crypto, Tech, Gaming",-,-,-,-,-,-,-,-,$252.00,$85.00,$440.00,$120.00,$199.00,$66.00,$141.00,$35.00,$0.00,$110.00,$80.00,$160.00,$171.00,$155.00,$30.00,$95.00,$156.50,$468.00,$173.00,$310.50,$591.90,$995.40,"$1,544.50","$1,434.68",$841.50,"$1,410.86",$690.50,$633.25,$411.50,$400.00,$388.00,$117.25,$300.73,$104.00,$235.68,$196.00,$99.00,$95.00,$170.00,$140.00,$65.00,,,,,,,,,,,,"$14,111.75",41
Expired - DR Boosting,$10.00,6/4/2024,goldengoalpress.com,"Sports, Motivation, Health & Wellness",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$550.00,"$1,984.50",$771.00,"$1,123.00","$2,720.32","$1,870.50",$484.00,$575.00,$628.00,$420.00,$252.00,$210.00,$846.00,$199.50,$130.00,$522.00,$131.00,$68.00,$201.50,$130.00,,,,,,,,,,,,"$13,816.32",20
Bought - Darko,"$1,032.50",10/1/2022,beargryllsgear.org,"Outdoors, Health, Equipment",-,-,-,-,-,-,-,-,-,$50.00,$90.00,$42.50,$0.00,$44.00,$62.50,$30.00,$51.00,$55.00,$142.00,$215.00,$16.80,$69.00,$20.00,$170.00,$172.00,$472.00,$93.00,$300.00,$40.00,$237.00,$977.50,$303.79,$723.00,$445.63,$533.00,$462.00,$955.50,$612.00,$979.07,$789.50,$576.00,$272.00,$540.00,"$1,371.00",$477.00,$785.00,$204.50,$484.50,$0.00,,,,,,,,,,,,"$13,862.79",40
Expired - Vaibhav,$12.00,28/2/2023,projectrethink.org,"Gaming, Tech, Sports",-,-,-,-,-,-,-,-,-,-,-,-,-,-,$35.00,$0.00,$0.00,$40.00,$118.00,$78.00,$15.00,$20.00,$0.00,$0.00,$43.00,$24.50,$110.00,$110.00,$274.00,$383.30,$306.38,$427.50,$428.00,$163.00,$195.00,$194.00,$535.00,$928.82,$643.50,$548.50,$589.75,"$1,045.00",$537.00,"$1,180.00","$1,057.00","$2,165.50","$1,572.00","$2,485.00",$170.00,,,,,,,,,,,,"$16,421.75",35
Bought - Darko,"$4,504.00",4/9/2023,spotifyunlocked.com,Spotify,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"$1,066.00","$2,477.00","$6,173.00","$2,081.00","$1,460.00",$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,"$13,267.00",29
Expired - Vaibhav,$12.00,27/4/2023,cryptopronetwork.com,"Crypto, Tech, Business, Social",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$40.00,$228.00,$0.00,$0.00,$30.00,$72.00,$35.00,$39.00,$0.00,$0.00,$0.00,$147.00,$70.00,$681.38,$386.00,$282.00,$546.50,$543.00,$293.00,$518.00,$512.50,$449.00,"$1,199.00","$1,045.50",$814.00,"$1,219.50","$1,322.75",$840.50,$646.00,"$1,010.00","$1,295.00",$761.00,,,,,,,,,,,,"$15,025.63",32
Expired - Odys,$360.00,15/5/2023,aggreg8.net,"Finance, Tech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$140.00,$320.00,$602.00,$905.50,$903.50,$229.00,$470.00,$140.00,$165.00,$164.00,$80.00,$120.00,$282.00,$27.00,$155.00,$80.00,$227.50,$280.00,$100.00,$320.00,$170.00,$685.00,$705.00,"$1,541.00","$1,154.00",$741.00,"$1,035.00",$987.00,"$1,498.50",$700.00,,,,,,,,,,,,"$14,927.00",30
Expired - Vaibhav,$12.00,June 2022 or earlier,i-movement.org,"Gaming, Tech, Sports",-,-,-,-,-,$25.00,$0.00,$130.00,$160.00,$80.00,$50.00,$90.00,$40.00,$43.00,$0.00,$0.00,$0.00,$83.00,$126.00,$48.00,$113.60,$0.00,$0.00,$60.00,$53.00,$206.00,$0.00,$124.00,$83.60,$36.00,$420.38,$592.00,$116.00,$290.00,$76.00,$90.00,$190.00,"$1,048.00",$990.00,"$2,052.50","$2,167.00","$1,280.00",$858.60,$151.00,$109.00,$180.00,$250.00,$52.00,$0.00,,,,,,,,,,,,"$12,463.68",44
Bought - Darko,$100.00,21/8/2023,thelaptopadviser.com,"Laptops, Gaming, Tech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$260.00,$60.00,$0.00,$70.00,$75.00,$0.00,$85.00,$90.00,$30.00,$254.20,$331.00,"$1,039.00",$711.00,$817.00,$483.25,$366.50,"$1,208.50","$1,222.70","$1,348.00",$711.16,"$1,078.00",$224.00,$795.67,$414.00,$325.00,$402.00,$65.00,$535.00,$341.50,,,,,,,,,,,,"$13,342.48",29
Expired - Odys,$320.00,1/1/2023,keezy.co,"Gaming,Tech, Lifestyle",-,-,-,-,-,-,-,-,-,-,-,-,$60.00,$0.00,$125.00,$125.00,$0.00,$0.00,$55.00,$0.00,$53.00,$0.00,$104.00,-,$28.00,-,-,$50.00,$40.00,$122.20,$110.38,$496.00,$246.00,$97.50,$57.50,$61.50,$91.00,$297.50,$376.50,$361.25,$869.50,"$1,096.00","$1,539.00","$1,489.00","$1,317.00","$1,174.00","$3,138.00","$2,460.50","$1,172.37",,,,,,,,,,,,"$17,212.70",34
Expired - Vaibhav,$12.00,30/3/2024,axiumtech.net,"Tech, Health",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$157.50,$312.50,$929.50,$730.75,"$1,367.00",$242.68,$382.50,$340.75,$544.50,$601.50,$635.50,$476.00,"$1,230.98",$871.91,$348.25,$466.00,$851.00,$929.50,"$1,473.25","$1,453.00",$505.00,,,,,,,,,,,,"$14,849.57",21
Expired - Vaibhav,$12.00,4/5/2024,hyperlogic.org,"Gaming, Tech",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$152.00,$60.00,$70.00,$315.00,$280.00,$427.00,$302.50,$204.00,$402.00,$842.00,"$1,125.32","$1,498.50","$1,036.25",$622.00,$489.00,$669.00,$563.00,"$1,448.00","$1,024.00","$2,238.00","$2,038.50",$543.00,,,,,,,,,,,,"$16,349.07",22
Bought - Darko,"$4,000.00",9/5/2024,housereal.net,Real Estate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$590.00,$840.00,"$1,283.48",$384.50,$480.50,$436.00,$678.00,$488.75,$291.00,$544.00,$315.00,"$1,269.00","$2,310.50","$1,443.00","$1,562.00","$1,623.00",$857.50,,,,,,,,,,,,"$15,396.23",17
Expired - Vaibhav,$12.00,6/4/2024,geekforcenetwork.com,"Tech, Gaming",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$261.00,$546.38,$769.00,$792.00,$639.00,$571.00,$398.00,"$1,224.00",$301.00,$325.00,$456.00,$717.50,$757.00,"$1,015.00",$817.00,$776.50,"$1,102.00","$1,158.00","$1,424.00",$250.00,,,,,,,,,,,,"$14,299.38",20
Expired - Vaibhav,$12.00,30/4/2024,pocketmemories.net,"Parenting, Travel, Crafts",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$793.00,"$1,027.00",$730.00,$165.00,$120.00,$444.00,$60.00,$60.00,$338.00,$648.00,$969.00,"$1,571.00","$1,242.50",$667.00,$814.00,$656.00,"$1,142.00",$300.00,$0.00,$345.00,$220.00,,,,,,,,,,,,"$12,311.50",21
Expired - Vaibhav,$12.00,19/4/2024,phonedeck.net,Mobile Tech,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$140.00,$246.00,$50.00,$280.00,"$1,172.00",$918.50,$755.50,$375.00,$136.00,$380.00,$567.00,$525.00,"$1,137.00","$1,105.00",$507.28,$420.00,"$1,187.50","$1,013.13","$1,100.00","$2,505.00",$382.00,,,,,,,,,,,,"$14,901.91",21
Expired - Vaibhav,$12.00,June 2022 or earlier,bitclassic.org,Crypto,-,-,-,-,-,$95.00,$125.00,$140.00,$398.00,$216.00,$0.00,$0.00,$185.00,$75.00,$50.00,$0.00,$0.00,$40.00,$105.00,$0.00,$31.50,$45.00,$0.00,$42.00,$84.00,$0.00,$0.00,$120.00,$102.00,$272.00,$995.00,$127.50,$50.00,$146.77,$210.00,$383.00,$440.00,$325.00,$252.00,"$1,052.50",$633.00,"$1,250.00",$826.16,$790.00,$650.50,$808.00,$585.00,"$1,534.50",$356.00,,,,,,,,,,,,"$13,540.43",44
Expired - Vaibhav,$12.00,30/3/2024,startingblockonline.com,Tech,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$240.00,$130.00,$310.50,$422.25,$549.50,$427.50,"$1,077.00",$621.50,$424.50,$349.75,$314.50,$582.50,"$1,414.75","$1,087.00","$1,172.00","$1,017.00",$300.50,$80.00,$649.50,$280.00,$361.00,$389.00,,,,,,,,,,,,"$12,200.25",22
Expired - Vaibhav,$12.00,June 2022 or earlier,netzgames.net,"Gaming, Tech",-,-,-,-,-,$95.00,$0.00,$0.00,$165.00,$36.00,$0.00,$0.00,$150.00,$61.00,$230.00,$70.00,$165.00,$40.00,$64.00,$90.00,$53.10,$65.00,$0.00,$55.00,$102.00,$0.00,$120.00,$20.00,$45.00,$207.50,"$1,854.63",$244.33,"$1,335.29",$432.00,$617.50,$536.28,$505.00,$428.50,$150.00,$318.00,$209.51,$218.92,$504.50,$297.75,$971.00,$904.00,$185.50,$700.00,$269.50,,,,,,,,,,,,"$12,515.81",44
Expired - Vaibhav,$12.00,16/5/2024,adventuretwo.net,Adventure,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$78.00,$957.00,$764.00,$316.00,$209.00,$609.00,$643.00,$835.00,$979.00,$512.00,$579.03,$920.00,$676.00,"$1,001.50",$635.00,$205.00,$630.50,$828.00,$180.00,$983.50,$384.00,,,,,,,,,,,,"$12,924.53",21
Expired - Vaibhav,$12.00,26/4/2024,randomgiant.net,"Business, Finance",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$875.00,"$1,068.50","$1,463.88","$1,399.00",$921.00,"$1,090.50",$625.40,$778.50,$877.00,$787.50,$425.00,$233.00,$266.50,$120.00,$70.00,$95.00,$105.00,$50.00,$63.00,$0.00,$49.00,,,,,,,,,,,,"$11,362.78",21
Purchased Domain,$10.00,6/4/2024,conversationswithjessica.com,"Leadership & Management, Business Trends",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$624.00,"$1,560.00","$1,626.50","$1,428.00","$1,888.00","$1,026.00",$941.00,$645.00,$242.00,$56.00,$0.00,$0.00,$100.00,$310.00,$220.00,$416.50,$0.00,$10.00,$80.00,$0.00,,,,,,,,,,,,"$11,173.00",20
Purchased Domain,$10.00,4/3/2024,blueflamepublishing.net,Tech,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$30.00,$152.50,$300.00,$411.63,$200.00,$288.00,$92.00,$220.00,$491.25,$595.50,$533.00,"$1,300.00","$1,557.35",$314.00,$132.00,$486.00,$665.00,"$1,409.50","$1,290.00",$882.00,"$1,801.00",$778.50,,,,,,,,,,,,"$13,929.23",22
Purchased Domain,$10.00,19/4/2024,gatorgross.com,Sports,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$165.00,"$1,579.00",$824.00,$590.00,$432.00,$838.00,"$1,119.00","$1,109.00",$478.00,$220.00,$508.00,$0.00,$365.00,$120.00,$180.00,$413.00,$380.00,$268.00,$653.50,$924.00,$880.00,$312.00,,,,,,,,,,,,"$12,357.50",22
Expired - Vaibhav,$12.00,4/3/2024,tomtechblog.com,"Tech, Gaming",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$78.00,$391.00,$292.25,"$1,407.75","$1,266.75",$608.25,$630.75,$505.75,$213.25,$587.00,$537.50,"$1,031.75",$846.00,$416.00,$223.00,$289.50,$252.00,$120.00,$849.00,$425.50,$606.50,$90.00,,,,,,,,,,,,"$11,667.50",22
